Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A588045,,OTHER,GRAY,,Unknown,2017-03-20,6.0,2017-04-03,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-03,"4300 E ELKO ST, LONG BEACH, CA 90814",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A588054,*TRITON,DOG,BLACK,GRAY,Male,2016-06-05,7.0,2017-04-04,INJURED  SEVERE,STRAY,FIELD,,2017-05-04,"1000 BLK E PACIFIC COST HWY, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LIVELOVE,Alive on Intake,FALSE,1
A588083,,DOG,BR BRINDLE,WHITE,Female,2016-04-05,7.0,2017-04-05,NORMAL,STRAY,FIELD,,2017-04-12,"1100 REDONDO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588094,,CAT,BLACK,GRAY,Unknown,2017-03-05,6.0,2017-04-05,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-05,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A588100,,DOG,BLACK,WHITE,Male,2013-04-05,10.0,2017-04-05,NORMAL,STRAY,OTC,,2017-04-12,"N BELLFLOWER BLVD /  E MONLACO RD, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588101,*HARVEY,CAT,WHITE,RED,Male,2016-04-05,7.0,2017-04-05,NORMAL,STRAY,OTC,,2017-04-29,"2200 MAINE AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588114,BELLO,DOG,BLACK,BROWN,Male,2014-04-05,9.0,2017-04-05,NORMAL,STRAY,OTC,,2017-04-19,"3100 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588129,,BIRD,WHITE,,Male,,,2017-04-05,NORMAL,WILDLIFE,FIELD,,2017-04-06,"1000 BLK E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588156,*THOMAS,DOG,TRICOLOR,,Male,2014-04-06,9.0,2017-04-06,NORMAL,STRAY,FIELD,,2017-05-08,"PACIFIC COAST HWY / MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSPORT,OTHER SHEL,Alive on Intake,FALSE,1
A588157,*SNOOP DOG,CAT,GRAY,WHITE,Spayed,2016-09-06,7.0,2017-04-06,FERAL,STRAY,OTC,,2017-04-25,"3200 GOLDEN AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,STRAYCATAL,Alive on Intake,FALSE,1
A588157,*SNOOP DOG,CAT,GRAY,WHITE,Spayed,2016-09-06,7.0,2017-05-31,FERAL,STRAY,OTC,,2017-06-02,"3200 GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO RESCUE,STRAYCATAL,Alive on Intake,FALSE,1
A588160,,BIRD,GRAY,WHITE,Unknown,2016-04-06,7.0,2017-04-06,INJURED  SEVERE,WILDLIFE,FIELD,,2017-04-06,"800 BLK OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,RESCUE,IBR,Alive on Intake,FALSE,1
A588188,,REPTILE,BROWN,YELLOW,Unknown,,,2017-04-06,NORMAL,WILDLIFE,FIELD,,2017-04-06,"5900 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,RETURN TO WILD HABITAT,,Alive on Intake,FALSE,1
A588195,JO JO,DOG,BLACK,BROWN,Male,2006-04-06,17.0,2017-04-06,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-04-19,"1200 W 21ST ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A588198,*SKY LARK LUCE,CAT,BLACK,WHITE,Spayed,2016-04-06,7.0,2017-04-06,FERAL,STRAY,FIELD,,2017-04-26,"3100 BLK PASADENA AVE, LONG BEACH, CA 90807",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A588202,RICHIE,DOG,BLACK,WHITE,Neutered,2008-04-07,15.0,2017-04-06,NORMAL,STRAY,OTC,,2017-04-07,"W PACIFIC COAST HWY / 710 FREEWAY, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A588203,,REPTILE,BROWN,,Unknown,2014-04-06,9.0,2017-04-06,NORMAL,STRAY,OTC,,2017-04-13,"19700 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,SC REPTILE,Alive on Intake,FALSE,1
A588211,,WILD,GRAY,,Unknown,2017-03-06,6.0,2017-04-06,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-06,"11100 BLK JAMES PL, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A588216,,WILD,GRAY,,Unknown,2017-03-06,6.0,2017-04-06,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-06,"11100 BLK JAMES PL, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A588260,,BIRD,BLACK,YELLOW,Unknown,2017-03-07,6.0,2017-04-07,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-07,"5800 BLK BIXBY VILLAGE DR, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A588262,,BIRD,BLACK,YELLOW,Unknown,2017-03-07,6.0,2017-04-07,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-07,"5800 BLK BIXBY VILLAGE DR, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A588274,,CAT,BLACK,,Female,2017-03-24,6.0,2017-04-08,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-08,"1900 BLK CHERRY AVE, SIGNAL HIL, CA 90755",SIGNAL HILL,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A588308,RASCAL,DOG,WHITE,BR BRINDLE,Male,2016-04-08,7.0,2017-04-08,NORMAL,STRAY,FIELD,,2017-04-13,"MOORE ST / SHOEMAKER AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,OTHER SHEL,Alive on Intake,FALSE,1
A588326,,CAT,BRN TABBY,,Female,2017-02-21,6.0,2017-04-08,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-09,"W HILL ST / SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588340,,CAT,ORG TABBY,,Male,2017-03-09,6.0,2017-04-09,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-16,"ORANGE AVE / E 8TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A588344,,OTHER,GRAY,,Unknown,2017-03-09,6.0,2017-04-09,INJURED  SEVERE,WILDLIFE,FIELD,,2017-04-09,"2000 PETALUMA AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A588347,,CAT,BLACK,WHITE,Male,2017-03-26,6.0,2017-04-09,UNDER AGE/WEIGHT,STRAY,OTC,,2017-05-09,"2000 W HILL ST, LONG BEACH, CA 90810",LONG BEACH,RESCUE,ZAZZYCAT,Alive on Intake,FALSE,1
A588366,,OTHER,BROWN,,Unknown,,,2017-04-09,INJURED  MODERATE,WILDLIFE,FIELD,,2017-04-09,"1700 BLK JUNIPERO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,,Alive on Intake,FALSE,1
A588375,*LILY,DOG,BROWN,,Female,2014-04-09,9.0,2017-04-09,NORMAL,STRAY,FIELD,,2017-04-15,"6600 BLK OBISPO AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588386,,BIRD,YELLOW,,Unknown,,,2017-04-09,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-09,"5700 BLK BOATHOUSE LN, LONG BEACH, CA 90803",LONG BEACH,RESCUE,IBR,Alive on Intake,FALSE,1
A588396,ROCKY,DOG,WHITE,,Neutered,2016-04-09,7.0,2017-04-09,NORMAL,STRAY,FIELD,,2017-04-12,"11TH ST / OLIVE AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A588399,,CAT,BRN TABBY,,Unknown,2017-04-26,6.0,2017-04-09,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-09,"1000 BLK DAWSON AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A588433,,CAT,WHITE,,Unknown,2017-04-03,6.0,2017-04-10,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-10,"13600 BLK ROSE ST, CERRITOS, CA 90703",CERRITOS,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588448,,BIRD,BROWN,WHITE,Unknown,2016-10-11,6.0,2017-04-11,ILL MODERATETE,WILDLIFE,FIELD,,2017-04-11,"700 BLK EDISON AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A588479,,OTHER,GRAY,,Unknown,2016-10-12,6.0,2017-04-12,INJURED  SEVERE,WILDLIFE,FIELD,,2017-04-12,"10700 BLK BLOOMFIELD AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RETURN TO WILD HABITAT,,Alive on Intake,FALSE,1
A588489,*INDIA,CAT,BRN TABBY,,Neutered,2013-04-12,10.0,2017-04-12,FERAL,STRAY,FIELD,,2017-04-26,"1000 BLK HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A588495,,WILD,GRAY,WHITE,Unknown,2017-03-12,6.0,2017-04-12,NORMAL,WILDLIFE,OTC,,2017-04-12,"1100 CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588508,COCO,CAT,RED,WHITE,Female,2011-04-12,12.0,2017-04-12,NORMAL,OWNER SURRENDER,OTC,,2017-04-29,"300 TERMINO AVE, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588509,*PEGGY HILL,DOG,WHITE,BROWN,Spayed,2016-04-15,7.0,2017-04-12,NORMAL,STRAY,OTC,,2017-04-27,"LONG BEACH BLVD / DEL AMO BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588524,,DOG,BR BRINDLE,WHITE,Female,2017-02-13,6.0,2017-04-13,NORMAL,STRAY,FIELD,,2017-04-19,"19700 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588538,,CAT,BLK TABBY,,Unknown,2017-04-11,6.0,2017-04-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-18,"1300 BLK E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A588542,,CAT,BLK TABBY,,Unknown,2017-04-11,6.0,2017-04-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-18,"1300 BLK E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,DIED,IN KENNEL,Alive on Intake,TRUE,0
A588555,,DOG,TAN,BROWN,Male,2014-04-13,9.0,2017-04-13,NORMAL,STRAY,OTC,,2017-04-19,"18425 GRIDLEY RD, CERITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588561,,DOG,TAN,BROWN,Male,2014-04-13,9.0,2017-04-13,NORMAL,STRAY,OTC,,2017-04-27,"1800 W 32ND ST, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588563,,WILD,GRAY,,Unknown,2017-03-13,6.0,2017-04-13,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-13,"10700 BLK LA JARA ST, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A588569,,BIRD,WHITE,,Unknown,2016-04-13,7.0,2017-04-13,INJURED  MILD,WILDLIFE,FIELD,,2017-04-13,"200 BLK MARINA DR, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A588575,RIVER,DOG,BROWN,WHITE,Neutered,2016-11-24,6.0,2018-12-26,NORMAL,STRAY,OTC,,2018-12-27,"19000 BLK STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A588586,,DOG,BROWN,,Male,2016-08-14,7.0,2017-04-14,NORMAL,STRAY,OTC,,2017-04-15,"600 BLK ELM AVE, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A588597,,CAT,CREAM,WHITE,Male,2017-03-21,6.0,2017-04-14,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-14,"200 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A588609,,CAT,BLACK,WHITE,Unknown,2017-03-14,6.0,2017-04-14,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-15,"1400 CORONADO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A588638,,CAT,GRAY TABBY,,Male,2017-03-20,6.0,2017-04-14,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-14,"6300 LEWIS AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A588640,*BERMUDA,DOG,WHITE,,Female,2005-04-15,18.0,2017-04-14,NORMAL,STRAY,OTC,,2017-04-27,"JUNIPERO AVE / E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588653,,BIRD,GRAY,WHITE,Unknown,,,2017-04-15,INJURED  SEVERE,WILDLIFE,FIELD,,2017-04-15,"1000 BLK PIER G AVE, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A588679,DROWZY,DOG,WHITE,BROWN,Male,2009-04-15,14.0,2017-04-15,NORMAL,OWNER SURRENDER,OTC,NO TIME,2017-05-14,"1300 BLK LOMA AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A588683,*FRANKIE,DOG,TAN,,Male,2016-04-15,7.0,2017-04-15,NORMAL,STRAY,FIELD,,2017-04-21,"1300 BLK E 63RD ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588710,,DOG,WHITE,BROWN,Unknown,2012-04-16,11.0,2017-04-16,INJURED  SEVERE,STRAY,FIELD,,2017-04-16,"10TH ST /  DAISY ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A588727,,OTHER,GRAY,,Unknown,2017-03-17,6.0,2017-04-17,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-18,"2700 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588730,,OTHER,GRAY,,Unknown,2017-03-17,6.0,2017-04-17,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-18,"2700 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588736,,DOG,WHITE,TAN,Female,2016-07-17,7.0,2017-04-17,NORMAL,STRAY,OTC,,2017-04-24,"59TH ST / WALNUT AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588753,,DOG,TRICOLOR,,Male,2015-04-17,8.0,2017-04-17,NORMAL,SAFE KEEP,HOSPITAL,,2017-05-03,"400 E 1ST ST, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588772,,CAT,ORG TABBY,,Male,2007-04-18,16.0,2017-04-18,ILL SEVERE,STRAY,FIELD,,2017-04-18,"2800 BLK BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A588783,BOO BOO,DOG,TAN,,Spayed,2009-04-18,14.0,2017-04-18,ILL MILD,STRAY,FIELD,,2017-04-20,"600 MOLINO AVE, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A588800,,CAT,BLACK,WHITE,Unknown,2017-03-19,6.0,2017-04-19,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-21,"6100 BLK GARDENIA AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A588803,,CAT,BLACK,WHITE,Unknown,2017-03-19,6.0,2017-04-19,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-21,"6100 BLK GARDENIA AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A588805,,CAT,BLACK,WHITE,Unknown,2017-03-19,6.0,2017-04-19,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-21,"6100 BLK GARDENIA AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A588833,,CAT,CRM TABBY,,Male,2017-03-31,6.0,2017-04-19,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-26,"2000 E 14TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A588834,,CAT,ORG TABBY,,Male,2017-03-31,6.0,2017-04-19,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-26,"2000 E 14TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A588837,PEE WEE,CAT,TRICOLOR,,Neutered,2016-04-19,7.0,2017-04-19,NORMAL,OWNER SURRENDER,OTC,NO HOME,2017-04-25,"100 BLK W PLEASANT ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A588839,,WILD,GRAY,,Unknown,,,2017-04-19,INJURED  SEVERE,WILDLIFE,FIELD,,2017-04-19,"1400 BLK ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A588848,,DOG,TRICOLOR,,Female,2017-01-19,6.0,2017-04-19,NORMAL,STRAY,OTC,,2017-04-26,"SANTA FE AVE / W WILLOW ST, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588849,,DOG,TRICOLOR,,Female,2017-01-19,6.0,2017-04-19,NORMAL,STRAY,OTC,,2017-04-26,"SANTA FE AVE / W WILLOW ST, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588851,*SNOW,DOG,TAN,WHITE,Male,2009-04-20,14.0,2017-04-19,NORMAL,STRAY,OTC,,2017-04-30,"1100 BLK 71ST ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588891,POTPIE,CAT,GOLD,,Neutered,2014-04-20,9.0,2017-04-20,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2017-04-21,"500 BLK E VERNON ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588895,,CAT,BRN TABBY,,Unknown,2017-04-06,6.0,2017-04-20,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-20,"10600 BLK MIDWAY AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A588896,*CAMIE,CAT,BRN TABBY,,Spayed,2016-08-20,7.0,2017-04-20,NORMAL,STRAY,OTC,,2017-07-05,"2000 E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588934,,CAT,BLACK,WHITE,Female,2016-04-20,7.0,2017-04-20,NORMAL,STRAY,FIELD,,2017-04-28,"1400 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A588956,,BIRD,BROWN,YELLOW,Unknown,,,2017-04-21,UNDER AGE/WEIGHT,WILDLIFE,OTC,,2017-04-21,"2800 BLK HACKETT AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,IBR,Alive on Intake,FALSE,1
A588964,,OTHER,GRAY,,Unknown,2017-03-21,6.0,2017-04-21,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-21,"19300 BLK BECHARD AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588973,,CAT,TORTIE,BLACK,Female,2017-04-02,6.0,2017-04-21,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-21,"3500 BLK KEMPTON DR, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A588981,,CAT,BLACK,WHITE,Unknown,2017-04-18,6.0,2017-04-21,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-21,"13600 BLK ROSE, CERRITOS, CA 90703",CERRITOS,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588984,,CAT,BLACK,,Unknown,2017-04-18,6.0,2017-04-21,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-21,"13600 BLK ROSE, CERRITOS, CA 90703",CERRITOS,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A588991,,BIRD,GRAY,,Unknown,2017-03-21,6.0,2017-04-21,INJURED  MODERATE,WILDLIFE,FIELD,,2017-04-21,"100 PROSPECT AVE, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A589033,,CAT,GRAY TABBY,,Unknown,2017-04-19,6.0,2017-04-22,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-22,"6400 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A589086,,DOG,WHITE,TAN,Female,2016-12-23,6.0,2017-04-23,NORMAL,STRAY,OTC,,2017-04-29,"4600 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A589087,DESI,DOG,BLACK,,Spayed,2015-04-23,8.0,2017-04-23,NORMAL,OWNER SURRENDER,OTC,OTHER PET,2017-04-26,"400 E 49TH WAY, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A589090,,BIRD,YELLOW,,Unknown,,,2017-04-23,INJURED  SEVERE,WILDLIFE,FIELD,,2017-04-23,"18600 BLOOMFIELD AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,LBAH,Alive on Intake,FALSE,1
A589160,JACK,DOG,WHITE,BROWN,Neutered,2010-04-25,13.0,2017-04-25,INJURED  SEVERE,CONFISCATE,POLICE,,2017-05-20,"4600 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A589189,,BIRD,WHITE,BLACK,Unknown,2016-04-25,7.0,2017-04-25,ILL SEVERE,WILDLIFE,FIELD,,2017-05-07,"4100 BLK CERRITOS AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A589224,,WILD,GRAY,,Unknown,2017-02-26,6.0,2017-04-26,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2017-04-26,"1100 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,,Alive on Intake,TRUE,0
A589238,,CAT,WHITE,,Female,2017-03-26,6.0,2017-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-27,"3000 GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A589239,,CAT,WHITE,GRAY,Female,2015-04-26,8.0,2017-04-26,FERAL,STRAY,OTC,,2017-05-05,"LONG BEACH BLVD / 49TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A589245,,REPTILE,BROWN,GREEN,Unknown,2014-04-26,9.0,2017-04-26,ILL MILD,STRAY,OTC,,2017-04-26,"LOS COYOTES DIAGONAL / N STUDEBAKER RD, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A589270,,DOG,WHITE,,Male,2013-04-26,10.0,2017-04-26,NORMAL,STRAY,FIELD,,2017-05-03,"19200 BLK STUDEBAKER RD, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A589281,,CAT,BLACK,WHITE,Female,2017-03-26,6.0,2017-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2017-04-30,"2200 BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A589290,,CAT,BRN TABBY,,Unknown,2017-04-05,6.0,2017-04-26,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-26,"1000 BLK E 71ST ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A589293,SNOOPY,DOG,TAN,,Male,2014-04-26,9.0,2017-04-26,NORMAL,STRAY,FIELD,,2017-04-29,"2200 BLK W WARDOW RD, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,,Alive on Intake,FALSE,1
A589295,,CAT,BLACK,,Female,2017-03-20,6.0,2017-04-26,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-04-27,"5TH ST / ELM AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A589301,*TILLY,DOG,BLACK,,Female,2015-04-26,8.0,2017-04-26,NORMAL,STRAY,FIELD,,2017-07-02,"60 BLOCK W LOUISE ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A589313,*PANCAKES,CAT,TORTIE,,Spayed,2015-05-04,8.0,2017-04-27,NORMAL,STRAY,FIELD,,2017-05-06,"17000 BLK MARQUARDT AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A589324,,OTHER,GRAY,,Unknown,2017-03-27,6.0,2017-04-27,INJURED  MILD,WILDLIFE,FIELD,,2017-04-27,"9900 BLK KAYLOR AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,DIED,IN KENNEL,Alive on Intake,TRUE,0
